Job Title,Company Name,Location,Experience Required,Salary,Skills Required,Job Description,Posted Date,Scrape Date,Job Link,Source Platform,Standardized_Job_Title,days_sinced_posted,salary_min,salary_max,salary_avg,Salary_Band
Data Analytics Executive,Harshad Enterprises,Bangalore,No experience required,"₹ 5,00,000 - 6,00,000","['Python', 'SQL', 'Data Analytics', 'MS-Excel', 'Data Science', 'Power BI', 'Tableau']","As a Data Analytics Executive at Harshad Enterprises, you will play a crucial role in driving data-driven decisions and strategies to propel our business forward. Your expertise in Python, SQL, Data Analytics, MS-Excel, Data Science, Power BI, and Tableau will be instrumental in transforming raw data into actionable insights. 

Key Responsibilities:
1. Utilize advanced data analytics techniques to uncover trends, patterns, and opportunities within our data sets.
2. Develop and maintain data pipelines to ensure seamless data flow and accurate reporting.
3. Collaborate with cross-functional teams to identify business needs and recommend data-driven solutions.
4. Create interactive dashboards and visualizations using Power BI and Tableau to communicate insights effectively.
5. Conduct in-depth analysis to optimize business processes, identify areas for improvement, and drive operational efficiency.
6. Stay updated on industry trends and best practices in data analytics to continuously enhance our analytical capabilities.
7. Present findings and recommendations to key stakeholders to support strategic decision-making and drive business growth.

If you are a data enthusiast with a passion for translating data into meaningful insights that make a real impact, we invite you to join our dynamic team at Harshad Enterprises and help us unlock the full potential of our data assets.",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-data-analytics-executive-job-in-bangalore-at-harshad-enterprises1775979745,Internshala,Analytics,14.0,500000.0,600000.0,550000.0,Mid
Business Analyst,Arthayan Advisory Services,Nashik,1 year(s),"₹ 5,00,000","['MS-Office', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Research and Analytics']","Key responsibilities: 

1. Talking to startups and analysing their requirements, based on which you
need to determine how Arthayan can help them.
2. Help startup founders onboard on Arthayan’s Funding Quest Platform
while analysing their business model.
3. Assist in valuation and financial projections for startups.
4. To help startups connect with various incubators.
5. To help startups connect with relevant mentors",1 week ago,2026-04-28,https://internshala.com/job/detail/business-analyst-job-in-nashik-at-arthayan-advisory-services1776256679,Internshala,Business Analyst,7.0,500000.0,500000.0,500000.0,Mid
AI/Machine Learning Mentor For Kids (Freelance),GeeksforGeeks,Remote,1 year(s),"₹ 5,00,000","['Python', 'Machine Learning', 'Artificial intelligence', 'Pandas']","Key Responsibilities: 

1. Teach AI to kids in the most engaging and easy possible way
2. Teach Programming
3. Teach and help them build real-life projects",Few hours ago,2026-04-28,https://internshala.com/job/detail/remote-part-time-ai-machine-learning-mentor-for-kids-freelance-job-at-geeksforgeeks1777368483,Internshala,Machine Learning Engineer,0.0,500000.0,500000.0,500000.0,Mid
Junior Web Analytics Developer,DataVinci Private Limited,Remote,No experience required,"₹ 4,50,000 - 5,50,000","['Java', 'HTML', 'CSS', 'JavaScript', 'Web development', 'English Proficiency (Spoken)', 'English Proficiency (Written)']","Key Responsibilities:

1. Implement and maintain web analytics tools, including Google Analytics, Adobe Analytics, or similar platforms
2. Develop and deploy custom tracking scripts and tags using Tag Management Systems (e.g., Google Tag Manager)
3. Collaborate with developers, marketers, and designers to ensure accurate tracking of website activities and user behaviors
4. Create and manage dashboards and reports to visualize key metrics and insights
5. Monitor website performance metrics and identify opportunities for improvement
6. Conduct debugging and testing of tracking codes to ensure data accuracy and reliability
7. Assist in setting up A/B tests and multivariate experiments to optimize website performance
8. Set up and validate tags to ensure accurate data collection across websites and apps
9. Integrate analytics tools with CRM systems and third-party platforms to consolidate data sources
10. Write custom scripts using JavaScript, SQL, or other technologies to enable advanced tracking and reporting

Why work with us?

1. International exposure
2. Work from home
3. Annual company retreats
4. Fun & supportive team
5. Weekly Friday-yay calls",4 days ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-junior-web-analytics-developer-job-at-datavinci-private-limited1777034379,Internshala,Analytics,4.0,450000.0,550000.0,500000.0,Mid
Junior Data Analyst,DataVinci Private Limited,Remote,No experience required,"₹ 4,50,000 - 5,00,000","['SQL', 'English Proficiency (Spoken)', 'Power BI', 'Tableau', 'APIs', 'Google Sheets']","Key responsibilities:

1. Work closely with the data lead to prepare, clean, and transform backend data for reporting and automation use cases.
2. Assist in building visually clean, client-facing dashboards (Looker Studio, Power BI, etc.)
3. Write and optimize SQL queries for performance and clarity across projects
4. Understand API structures and assist in fetching, interpreting, and preparing API data for pipelines.
5. Help document logic, metric definitions, and stakeholder-friendly explanations
6. Support audits, testing, and validation across data pipelines and visualization layers.
7. Stay curious and learn quickly—this role will grow with you.

Kindly note that this role may involve night shift work based on project or business requirements. Applicants open to working in flexible shifts, if required, can apply.",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-junior-data-analyst-job-at-datavinci-private-limited1775743694,Internshala,Data Analyst,14.0,450000.0,500000.0,475000.0,Mid
Business Analyst,Refining Skills,Bangalore,1 year(s),"₹ 4,20,000 - 6,00,000","['MS-Office', 'Data Analytics', 'MS-Excel', 'Business Analysis', 'Power BI', 'Research and Analytics']","About the Role
Work directly with founders and business teams to solve real operational challenges. This role goes beyond reporting—you’ll turn data into actionable insights and drive business decisions across industries, with exposure to sustainability and carbon advisory.

Key Responsibilities
Analyze data to identify trends, gaps, and opportunities
Convert insights into actionable recommendations
Build dashboards using Power BI and Excel
Work on process improvements and operational efficiency
Collaborate with teams and client stakeholders
Support projects in sustainability and carbon analysis

Eligibility
MBA / BBA or relevant degree
2–3 years in Business Analysis / Operations / Consulting
Strong analytical and problem-solving skills
Hands-on with Power BI and Excel
Proficiency in English, Hindi, and Kannada (mandatory)

Work Details
6-day work week | 10:00 AM – 6:30 PM
On-site: Yelahanka, Bangalore
Travel may be required
Two-wheeler preferred",5 days ago,2026-04-28,https://internshala.com/job/detail/business-analyst-job-in-yalahanka-at-refining-skills1776931735,Internshala,Business Analyst,5.0,420000.0,600000.0,510000.0,Mid
Junior Big Data Specialist,Swifty Solutions,Remote,No experience required,"₹ 4,00,000 - 7,00,000",['MS-Office'],"As a Junior Big Data Specialist at Swifty Solutions, you will have the exciting opportunity to work with a dynamic team in harnessing the power of big data to drive business growth and innovation. Your expertise in MS-Office will be invaluable as you analyze, interpret, and visualize data to provide actionable insights for our clients. 

Key Responsibilities:
1. Collaborate with cross-functional teams to gather and analyze data from various sources.
2. Develop and maintain databases to ensure data accuracy and integrity.
3. Utilize statistical techniques to identify trends and patterns within data sets.
4. Create data visualizations and reports using MS-Office tools for stakeholders.
5. Assist in implementing data strategies to enhance business decision-making processes.
6. Stay informed about industry trends and best practices in big data analytics.
7. Support Senior Data Specialists in executing projects and initiatives to drive company success.

If you are passionate about data analysis and eager to grow your skills in a fast-paced environment, then this role is perfect for you. Join us at Swifty Solutions and be part of a team that is shaping the future of data-driven decision-making. Apply now and unleash your potential!",6 days ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-junior-big-data-specialist-job-at-swifty-solutions1776858114,Internshala,Other,6.0,400000.0,700000.0,550000.0,Mid
Big Data Trainee,Swifty Solutions,Remote,No experience required,"₹ 4,00,000 - 7,00,000",['MS-Office'],"As a Big Data Trainee at Swifty Solutions, you will have the opportunity to work with cutting-edge technology and gain valuable experience in the field of data analytics. Your role will involve working closely with our team of data experts to analyze, interpret, and visualize large sets of data using MS-Office tools.

Key Responsibilities:
1. Assist in collecting, cleaning, and organizing data for analysis.
2. Utilize MS-Office applications to create reports, charts, and presentations based on data findings.
3. Collaborate with team members to develop data-driven solutions and recommendations.
4. Learn and utilize various data analysis tools and techniques to extract insights from data.
5. Assist in identifying trends and patterns within the data to support business decisions.
6. Participate in training sessions and workshops to enhance your skills and knowledge in big data analytics.
7. Contribute innovative ideas and solutions to improve data analysis processes within the company.

If you are passionate about diving into the world of big data and eager to learn and grow in a dynamic work environment, then this is the perfect opportunity for you. Join us at Swifty Solutions and unleash your potential in the exciting field of data analytics.",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-big-data-trainee-job-at-swifty-solutions1776149823,Internshala,Other,14.0,400000.0,700000.0,550000.0,Mid
Senior Big Data Specialist,Swifty Solutions,Remote,No experience required,"₹ 4,00,000 - 7,00,000",['MS-Office'],"Are you a Senior Big Data Specialist looking for a new and exciting opportunity? Join Swifty Solutions, a leading tech company, as we continue to innovate and push the boundaries of data analysis. We are seeking a skilled professional who is proficient in MS-Office and has a passion for working with big data.

Key Responsibilities:
1. Lead and manage big data projects, including data collection, processing, and analysis.
2. Develop and implement data models and algorithms to extract valuable insights from large datasets.
3. Collaborate with cross-functional teams to optimize data pipelines and improve data quality.
4. Design and implement data visualization techniques to communicate findings to stakeholders.
5. Stay up-to-date with the latest trends and technologies in big data and analytics.
6. Provide technical guidance and mentorship to junior team members.
7. Contribute to the overall success of the company by driving data-driven decision-making processes.

If you are a proactive problem-solver with a strong analytical mindset and a desire to make a real impact, we want to hear from you. Join Swifty Solutions and be part of a dynamic team that is shaping the future of data analytics. Apply now and take your career to the next level!",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-senior-big-data-specialist-job-at-swifty-solutions1775909702,Internshala,Other,14.0,400000.0,700000.0,550000.0,Mid
Data & Analytics Engineer,Nvelop Technologies,Remote,1 year(s),"₹ 4,00,000 - 7,00,000","['Python', 'SQL', 'Data Analytics', 'MS-Excel', 'Data Visualization', 'ETL processes']","Nvelop is building an AI-driven procurement intelligence platform that helps organizations run smarter sourcing events, evaluate suppliers faster, improve compliance, and continuously optimize supplier performance.

We are looking for a Junior Analytics Engineer to support the development of Nvelop's Procurement Intelligence Platform. You will work alongside senior engineers to build data pipelines, analytics dashboards, and reporting tools that procurement teams use daily. This is an excellent opportunity for an early-career data professional to gain hands-on experience across data engineering, analytics, and product development.

Key Responsibilities:

1. Data & Analytics Support (50%)
Write and optimize SQL queries to extract, transform, and load procurement data
Assist in building and maintaining data pipelines for procurement transactions and reporting
Support the development of analytics-ready data models
Perform data quality checks and help monitor data pipelines
Build and maintain dashboards and reports using tools like Python, Recharts, or similar

2. Reporting & Visualization (30%)
Help develop interactive dashboards for procurement KPIs (POs, invoices, supplier performance)
Create clear visualizations for procurement and finance teams
Support the maintenance of existing analytics tools and dashboards
Assist in building self-service reports for internal stakeholders

3. Collaboration & Documentation (20%)
Partner with senior engineers and product teams to understand requirements
Document data models, business logic, and metric definitions
Support user onboarding and training on analytics tools
Participate in code reviews and follow engineering best practices

What You Will Learn?

1. Building production-grade analytics pipelines and dashboards
2. Working with procurement data and domain-specific analytics
3. Modern data stack and analytics engineering best practices
4. Cross-functional collaboration with product, finance, and procurement teams",3 weeks ago,2026-04-28,https://internshala.com/job/detail/remote-data-analytics-engineer-job-at-nvelop-technologies1775200319,Internshala,Analytics,21.0,400000.0,700000.0,550000.0,Mid
Junior Big Data Trainee,Swifty Solutions,Remote,No experience required,"₹ 4,00,000 - 7,00,000",['MS-Word'],"Are you a tech-savvy individual with a passion for data analysis and a strong foundation in MS-Word? Swifty Solutions is seeking a Junior Big Data Trainee to join our dynamic team! 

As a Junior Big Data Trainee, you will have the opportunity to work on exciting projects and gain hands-on experience in the fast-growing field of big data analytics. Your key responsibilities will include:

1. Assisting with data collection, cleansing, and preparation for analysis
2. Conducting data analysis using tools such as SQL and Python
3. Developing data visualizations and reports to communicate insights
4. Collaborating with team members to solve complex data problems
5. Participating in training sessions and workshops to enhance your skills
6. Contributing to the development of innovative data solutions
7. Keeping up-to-date with the latest trends and technologies in big data analytics

If you are eager to kickstart your career in big data and are ready to learn and grow in a fast-paced environment, apply now to join our team at Swifty Solutions!",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-junior-big-data-trainee-job-at-swifty-solutions1774936912,Internshala,Other,21.0,400000.0,700000.0,550000.0,Mid
Data Analytics Executive,Sunny_6400 Limited,Remote,No experience required,"₹ 4,00,000 - 6,00,000","['MS-Excel', 'Power BI']","Are you a data wizard with a passion for analytics? Sunny_6400 Limited is seeking a talented Data Analytics Executive to join our dynamic team. As a key player in our organization, you will have the opportunity to leverage your expertise in Power BI and MS-Excel to drive data-driven decision making and drive growth.

Key responsibilities:

1. Develop and maintain interactive dashboards and reports using Power BI to analyze and visualize data.
2. Manipulate and clean data in MS-Excel to ensure accuracy and reliability of insights.
3. Collaborate with cross-functional teams to identify key metrics and KPIs for tracking performance.
4. Conduct in-depth data analysis to uncover trends, patterns, and insights that drive business decisions.
5. Present findings and recommendations to stakeholders in a clear and concise manner.
6. Build predictive models and perform statistical analysis to forecast future trends.
7. Stay up-to-date on industry trends and best practices in data analytics to continuously improve processes.

If you are a strategic thinker with a knack for problem-solving and a strong attention to detail, we want to hear from you! Join us at Sunny_6400 Limited and be a part of our exciting journey towards data-driven success. Apply now!",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analytics-executive-job-at-sunny6400-limited1776607515,Internshala,Analytics,7.0,400000.0,600000.0,500000.0,Mid
Data Analytics Executive,Wayspire Ed-Tech Private Limited,Delhi,1 year(s),"₹ 4,00,000 - 5,00,000","['Python', 'SQL', 'Data Analytics', 'MS-Excel', 'Data Science', 'Power BI', 'Tableau']","Join our dynamic team at Wayspire Ed-Tech Private Limited as a Data Analytics Executive! We are looking for a talented individual who is proficient in Python, Data Analytics, Data Science, Tableau, Power BI, SQL, and MS-Excel. 

Key Responsibilities:
1. Collect, clean, and analyze data to provide actionable insights.
2. Develop and implement data models and algorithms to optimize business processes.
3. Create interactive dashboards and visualizations using Tableau and Power BI.
4. Collaborate with cross-functional teams to drive data-driven decision-making.
5. Identify trends and patterns in data to drive business growth and innovation.
6. Provide strategic recommendations based on data analysis.
7. Stay updated on industry trends and best practices in data analytics. 

If you are passionate about leveraging data to drive business success, then we want to hear from you! Join us in revolutionizing the Ed-Tech industry with your data analytics expertise. Apply now and be a part of our innovative and collaborative team at Wayspire Ed-Tech Private Limited.",7 days ago,2026-04-28,https://internshala.com/job/detail/data-analytics-executive-job-in-delhi-at-wayspire-ed-tech-private-limited1776770794,Internshala,Analytics,7.0,400000.0,500000.0,450000.0,Mid
Data Analytics Executive,TechCompiler Data Systems,Delhi,1 year(s),"₹ 4,00,000 - 5,00,000","['Data Analytics', 'MS-Excel']","As a Data Analytics Executive at TechCompiler Data Systems, you will be at the forefront of transforming data into actionable insights that drive business decisions. Your expertise in MS-Excel and data analytics will play a crucial role in shaping the success of our company. 

Key Responsibilities:
1. Utilize MS-Excel to organize and analyze large datasets to identify trends and patterns.
2. Develop and implement data analytics strategies to optimize business performance.
3. Collaborate with cross-functional teams to gather and analyze data for decision-making purposes.
4. Create data visualizations and reports to effectively communicate findings to stakeholders.
5. Identify opportunities for process improvement through data analysis and recommend solutions.
6. Stay current on industry trends and new technologies to enhance data analytics capabilities.
7. Drive the use of data-driven insights to improve operational efficiency and enhance customer experience.

If you are passionate about leveraging data to drive business growth and have a strong background in MS-Excel and data analytics, we want to hear from you. Join us at TechCompiler Data Systems and be a part of our dynamic team that is shaping the future of data analytics in the tech industry.",1 week ago,2026-04-28,https://internshala.com/job/detail/data-analytics-executive-job-in-multiple-locations-at-techcompiler-data-systems1776679074,Internshala,Analytics,7.0,400000.0,500000.0,450000.0,Mid
Data Analyst,PharmaForceIQ,Remote,No experience required,"₹ 4,00,000 - 4,25,000",[],"About Us:We are a team of marketing strategists, digital innovators, life science leaders, and other professionals who are driving growth, pushing the envelope, and going above and beyond on behalf of our clients every day.
PharmaForceIQ is a real-time customer engagement platform built specifically for life sciences. We empower leaders across functions and brands with a faster, more effective way to engage healthcare professionals and patients. By streamlining real-time optichannel execution, leveraging AI, and focusing on measurable impact, we are driving a paradigm shift from sluggish, siloed customer engagement efforts to agile, data-driven strategies that deliver unmatched efficiency and tangible results.
Position Overview:We are seeking an experienced  Data Analyst with 24 years of experience in data management, reporting, or analytics. The ideal candidate will be responsible for gathering, cleaning, analyzing, and visualizing data to support business decisions and measure campaign effectiveness. This role requires a curious, detail-oriented professional with strong technical and communication skills who thrives in a rapidly changing environment.The Data Analyst will report to the Senior Data Analyst.Key Responsibilities:Extract, clean, and organize data from multiple sources to ensure data integrity and usability.Build and maintain interactive dashboards and reports using Power BI and MS Excel to support business and client reporting needs.Conduct basic SQL queries and use Python scripts for automating data processing or simple analyses.Collaborate with cross-functional teamssuch as marketing strategy, product, and data scienceto deliver analytical insights.Interpret data trends and communicate findings to non-technical stakeholders clearly and effectively.Assist in the creation of data documentation, metrics tracking, and performance dashboards.Support continuous improvement of reporting processes through automation and standardization.

Prerequisites:We value experience with pharmaceutical service providers or within the life sciences or healthcare analytics domain.Exposure to CRM or marketing data environments is a plus.Hard Skills:High proficiency in Microsoft Excel (pivot tables, advanced formulas, data manipulation).Strong practical experience building dashboards in Power BI.Basic to moderate proficiency in SQL (joins, filters, aggregations) and Python (data cleaning, simple analytics).Solid understanding of data visualization best practices and data accuracy principles.Ability to translate raw data into actionable insights.
Soft Skills:Excellent analytical and problemsolving abilities.Strong verbal and written communication skills for crossteam collaboration.High attention to detail with a proactive and resultsoriented mindset.Eagerness to learn new tools, technologies, and business processes.Strong interpersonal skills and ability to work independently in a remote setup.Qualifications:Minimum 24 years of experience in a data analysis, reporting, or business intelligence role.
Bachelors degree in a relevant field (e.g., Statistics, Computer Science, Mathematics, Economics, or Engineering). A Masters degree is a plus.
Experience working in the healthtech or pharmaceutical analytics industry preferred.
Ability to thrive in a fastpaced, dynamic environment and manage multiple projects simultaneously.Why Join Us?Enjoy the flexibility of a fully remote work environment.Competitive base salary 425,000 Actual base pay will depend on varying circumstances, including the position, location, individual qualifications, market finances, and other operational business needs. 
A collaborative and growing workforce.",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-data-analyst-job-at-pharmaforceiq1774485014,Internshala,Data Analyst,21.0,400000.0,425000.0,412500.0,Mid
Data Analyst (Punjabi Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Spoken)', 'Punjabi Proficiency (Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-punjabi-speaker-job-at-peroptyx1776434628,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,Mid
Data Analyst (Bengali Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Bengali Proficiency (Written)', 'Research and Analytics', 'Data Analysis']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-bengali-speaker-job-at-peroptyx1776434581,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,Mid
Data Analyst (Gujarati Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Gujarati Proficiency (Written)', 'Research and Analytics', 'Map Study']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-gujarati-speaker-job-at-peroptyx1776434481,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,Mid
Data Analyst (Kannada Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Kannada Proficiency (Spoken)', 'Research and Analytics', 'Map Study']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-kannada-speaker-job-at-peroptyx1776434432,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,Mid
Data Analyst (Marathi Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Marathi Proficiency(Written)', 'Research and Analytics', 'Map Study']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-marathi-speaker-job-at-peroptyx1776434395,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,Mid
Data Analyst (Odia/Oriya Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Odia Proficiency(Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional Information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-odia-oriya-speaker-job-at-peroptyx1776434329,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,Mid
Data Analyst (English Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key responsibilities: 

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-english-speaker-job-at-peroptyx1776434204,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,Mid
Data Analyst (Urdu Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Urdu Proficiency(Spoken)', 'Urdu Proficiency(Written)', 'Research and Analytics', 'Data Analysis']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-urdu-speaker-job-at-peroptyx1775835214,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,Mid
Data Analyst (Malayalam Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Malayalam Proficiency (Spoken)', 'Malayalam Proficiency (Written)', 'Research and Analytics', 'Map Study']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-malayalam-speaker-job-at-peroptyx1775835166,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,Mid
Data Analyst (Punjabi Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Spoken)', 'Punjabi Proficiency (Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-punjabi-speaker-job-at-peroptyx1775835120,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,Mid
