Job Title,Company Name,Location,Experience Required,Salary,Skills Required,Job Description,Posted Date,Scrape Date,Job Link,Source Platform,Standardized_Job_Title,days_sinced_posted,salary_min,salary_max,salary_avg,Experience_Years
Data Analyst (Gujarati Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Gujarati Proficiency (Written)', 'Research and Analytics', 'Map Study']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-gujarati-speaker-job-at-peroptyx1776434481,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Kannada Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Kannada Proficiency (Spoken)', 'Research and Analytics', 'Map Study']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-kannada-speaker-job-at-peroptyx1776434432,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Marathi Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Marathi Proficiency(Written)', 'Research and Analytics', 'Map Study']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-marathi-speaker-job-at-peroptyx1776434395,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Odia/Oriya Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Odia Proficiency(Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional Information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-odia-oriya-speaker-job-at-peroptyx1776434329,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,0.0
Data Analyst (English Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key responsibilities: 

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",1 week ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-english-speaker-job-at-peroptyx1776434204,Internshala,Data Analyst,7.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Urdu Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Urdu Proficiency(Spoken)', 'Urdu Proficiency(Written)', 'Research and Analytics', 'Data Analysis']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-urdu-speaker-job-at-peroptyx1775835214,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Malayalam Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Malayalam Proficiency (Spoken)', 'Malayalam Proficiency (Written)', 'Research and Analytics', 'Map Study']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-malayalam-speaker-job-at-peroptyx1775835166,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Punjabi Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Spoken)', 'Punjabi Proficiency (Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-punjabi-speaker-job-at-peroptyx1775835120,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Bengali Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Bengali Proficiency (Written)', 'Research and Analytics', 'Data Analysis']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-bengali-speaker-job-at-peroptyx1775835044,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Gujarati Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Gujarati Proficiency (Written)', 'Research and Analytics', 'Map Study']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-gujarati-speaker-job-at-peroptyx1775834880,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Kannada Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Kannada Proficiency (Spoken)', 'Research and Analytics', 'Map Study']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-kannada-speaker-job-at-peroptyx1775834828,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Marathi Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Marathi Proficiency(Written)', 'Research and Analytics', 'Map Study']","Key Responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-marathi-speaker-job-at-peroptyx1775834774,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Odia/Oriya Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Odia Proficiency(Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-odia-oriya-speaker-job-at-peroptyx1775834699,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (English Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key responsibilities: 

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",2 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-english-speaker-job-at-peroptyx1775834634,Internshala,Data Analyst,14.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Telugu Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Telugu Proficiency (Written)', 'Research and Analytics', 'Map Study']","Key responsibilities:

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-telugu-speaker-job-at-peroptyx1775223776,Internshala,Data Analyst,21.0,360000.0,700000.0,530000.0,0.0
Data Analyst (Tamil Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key responsibilities: 

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-tamil-speaker-job-at-peroptyx1775223686,Internshala,Data Analyst,21.0,360000.0,700000.0,530000.0,0.0
Data Analyst (English Speaker),"Peroptyx (Castlebar, Ireland)",Remote,No experience required,"₹ 3,60,000 - 7,00,000","['English Proficiency (Written)', 'Research and Analytics', 'Map Study', 'Data Analysis']","Key responsibilities: 

1. Provide ground truth for mapping data specific to your town, city, or country
2. Review digital mapping application data to ensure accuracy
3. Validate navigation routes to confirm they are accurate and safe
4. Verify the correctness of business names and opening hours
5. Check distance accuracy from starting points to end destinations
6. Enhance user experience through precise and reliable map data
7. Plan work around a flexible schedule, including weekends or late evenings
8. Perform research to validate and improve mapping data

Additional information:

1. Work up to 20 hours per week
2. Earn a competitive rate of pay
3. Develop and refine research skills
4. Avoid long commutes
5. Work from the comfort of your home office
6. Enjoy flexible working hours based on your schedule",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-data-analyst-english-speaker-job-at-peroptyx1775223562,Internshala,Data Analyst,21.0,360000.0,700000.0,530000.0,0.0
Associate Business Analyst,Natturz Bio Kontrol Private Limited,Delhi,1 year(s),"₹ 3,60,000 - 4,80,000","['Social Media Marketing', 'Finance', 'Digital Marketing', 'Market Analysis', 'Email Marketing', 'MS-Excel', 'English Proficiency (Spoken)']","We Are Hiring | Strategy and Growth Associate (MBA)
Location: Delhi
Organization: SSRA – Chartered Accountants
Experience: 1–3 years
Compensation: ₹30,000 – ₹40,000 per month plus performance incentives

SSRA is a growing professional services firm working with startups, MSMEs, and growth-stage companies in the areas of compliance, advisory, and financial strategy. We are looking for a high-ownership MBA professional who seeks exposure to consulting, business development, and building new advisory services within a modern CA firm.

Key Responsibilities:

1. Support partners in strategy, financial planning, and MIS reporting.
2. Build and improve internal processes and operational efficiency.
3. Develop client relationships with startups, founders, and SMEs.
4. Identify opportunities for new advisory and consulting services.
5. Assist in client proposals, presentations, and onboarding.
6. Support the adoption of AI tools, automation, and modern systems to scale the firm.

Why Join Us:

1. Direct exposure to partners and strategic decision-making.
2. Opportunity to work with startups, founders, and growing businesses.
3. Opportunity to help build new advisory verticals.
4. Fast-track growth into leadership roles within the firm.",3 weeks ago,2026-04-28,https://internshala.com/job/detail/associate-business-analyst-job-in-delhi-at-natturz-bio-kontrol-private-limited1775564045,Internshala,Business Analyst,21.0,360000.0,480000.0,420000.0,1.0
Financial Business Analyst,MHLondon,Noida,1 year(s),"₹ 3,60,000 - 4,20,000","['Python', 'MS-PowerPoint', 'MS-Excel', 'Financial Modeling', 'Business Analysis', 'Financial Analysis', 'English Proficiency (Spoken)']","Join our Noida team as a business analyst and be responsible for monthly forecasting, annual budgeting, and financial modeling. You will also prepare and publish monthly reports, interpret data, and use statistical techniques to analyze results.

Key Responsibilities:

1. Assist with modeling scenario-based business plans, annual budgeting, and monthly forecasting processes
2. Perform financial analysis and financial modeling
3. Help prepare and publish monthly reports and analytics for the business
4. Interpret data, analyze results using statistical techniques, and provide ongoing reports
5. Develop and implement databases, data collection systems, data analytics of business processes, and other strategies that optimize statistical efficiency and quality
6. Identify, analyze, and interpret trends or patterns in financial data sets
7. Work with management to prioritize business and information needs
8. Develop and track cross-company efforts to improve gross margin and cash flow",6 days ago,2026-04-28,https://internshala.com/job/detail/financial-business-analyst-job-in-noida-at-mhlondon1776844630,Internshala,Business Analyst,6.0,360000.0,420000.0,390000.0,1.0
Business Analyst,Placidway,Remote,1 year(s),"₹ 3,10,000 - 4,70,000",['Business Analysis'],"Business Analyst – Job Description

About the Role:

We are looking for a detail-oriented and analytical Business Analyst to support our team in improving processes, analyzing data, and driving operational efficiency. This role is ideal for candidates with a strong problem-solving mindset and an interest in business operations, automation, and emerging technologies.

Key Responsibilities:

Analyze and improve existing business processes to enhance efficiency
Create and maintain clear Standard Operating Procedures (SOPs) and documentation
Collect, analyze, and interpret data to support decision-making
Assist in preparing reports and dashboards for business insights
Support implementation of workflow automation tools and systems
Collaborate with cross-functional teams to understand business needs
Stay updated on basic AI tools and suggest practical business use cases 

Eligibility Criteria:

Bachelor’s degree in Business, Engineering, Information Systems, or a related field
0–2 years of experience (freshers with relevant skills can apply)
Basic understanding of business analysis, data handling, or process improvement",2 weeks ago,2026-04-28,https://internshala.com/job/detail/remote-business-analyst-job-at-placidway1775826286,Internshala,Business Analyst,14.0,310000.0,470000.0,390000.0,1.0
Junior Big Data Executive,BLUEWREN TECH,Remote,No experience required,"₹ 3,00,000 - 8,00,000",['MS-PowerPoint'],"As a Junior Big Data Executive at BLUEWREN TECH, you will be an essential part of our dynamic team, working on cutting-edge projects that leverage the power of big data to drive business growth. Your role will involve analyzing large datasets, identifying trends and patterns, and presenting insights to key stakeholders using MS-PowerPoint. 

Key Responsibilities:
1. Collaborate with cross-functional teams to gather and analyze data from various sources.
2. Develop visualizations and presentations in MS-PowerPoint to communicate complex data findings in a clear and concise manner.
3. Support the implementation of data-driven strategies to improve business operations and decision-making.
4. Assist in the development and maintenance of data pipelines and systems for data collection and analysis.
5. Conduct quality assurance checks on data to ensure accuracy and reliability.
6. Stay up-to-date on industry trends and best practices in big data analytics.
7. Contribute to the overall success of the team by actively participating in team meetings and sharing insights and ideas. 

If you are a detail-oriented individual with a passion for data analytics and a strong proficiency in MS-PowerPoint, we want to hear from you. Join us at BLUEWREN TECH and take your career to new heights in the exciting world of big data.",6 days ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-junior-big-data-executive-job-at-bluewren-tech1776856954,Internshala,Other,6.0,300000.0,800000.0,550000.0,0.0
Big Data Specialist,BLUEWREN TECH,Remote,No experience required,"₹ 3,00,000 - 8,00,000",['MS-Office'],"As a Big Data Specialist at BLUEWREN TECH, you will play a crucial role in analyzing and interpreting complex data sets to drive key business decisions. Your expertise in MS Office will be utilized to create informative reports and presentations for various stakeholders. 

Key Responsibilities:
1. Design and implement Big Data solutions to collect, store, and analyze vast amounts of data efficiently.
2. Develop algorithms and models to identify trends and patterns within the data.
3. Collaborate with cross-functional teams to optimize data collection processes and ensure data integrity.
4. Utilize advanced statistical techniques to extract meaningful insights from data sets.
5. Create visually appealing dashboards and reports using MS Office applications.
6. Stay current with emerging technologies and trends in the Big Data field.
7. Present findings and recommendations to senior management in a clear and concise manner.

If you are a detail-oriented and analytical individual with a passion for harnessing the power of data, then this is the perfect opportunity for you to make a significant impact at BLUEWREN TECH. Join us in revolutionizing the way we leverage data to drive business growth and innovation. Apply now!",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-remote-part-time-big-data-specialist-job-at-bluewren-tech1774864787,Internshala,Other,21.0,300000.0,800000.0,550000.0,0.0
Business Analyst,1DigitalStack,Gurgaon,1 year(s),"₹ 3,00,000 - 7,00,000","['MS-Office', 'Presentation skills', 'Digital Marketing', 'E-commerce', 'Data Analytics', 'Mathematics', 'Facebook Marketing']","Key responsibilities:

1. Conduct in-depth data analysis to identify key trends and insights for optimizing performance marketing campaigns on Amazon, Flipkart, BlinkIT, Zepto, Swiggy, etc.
2. Develop and implement strategies for improving performance marketing efforts across various channels. Analyse business trends and create growth prospects.
3. Generate comprehensive reports and dashboards to track and measure the effectiveness of marketing initiatives.
4. Conduct thorough research on market trends, competitors, and industry best practices to inform business strategies.
5. Collaborate cross-functionally with marketing, sales, and product teams to align on business objectives and priorities.
6. Utilize your strong analytical skills to provide actionable recommendations for improving overall business performance.
7. Stay up-to-date on the latest digital marketing tools and technologies to continuously enhance our marketing efforts.",3 weeks ago,2026-04-28,https://internshala.com/job/detail/business-analyst-job-in-gurgaon-at-1digitalstack1774953714,Internshala,Business Analyst,21.0,300000.0,700000.0,500000.0,1.0
Data Analytics Executive,Markytics,Pune,1 year(s),"₹ 3,00,000 - 5,00,000","['Python', 'SQL', 'Data Analytics', 'MS-Excel', 'Data Visualization', 'Storytelling', 'Power BI']","Key Responsibilities: 

1. Collect, clean, and analyze large datasets to derive actionable business insights
Develop and maintain dashboards, reports, and visualizations using tools like Power BI, Tableau, or similar
2. Write efficient SQL queries to extract and manipulate data from multiple sources
3. Collaborate with business and product teams to understand requirements and translate them into data solutions
4. Perform data validation, quality checks, and ensure data accuracy and integrity
5. Identify trends, patterns, and anomalies to support data-driven decision-making
6. Work with cross-functional teams to measure performance metrics and KPIs
7. Automate recurring reports and processes to improve efficiency and scalability
8. Support A/B testing, forecasting, and basic statistical analysis where required
9. Document data definitions, processes, and workflows for better transparency and usability
10. Assist in building and optimizing data pipelines and data models
11. Communicate insights effectively through clear storytelling and visualizations",3 weeks ago,2026-04-28,https://internshala.com/job/detail/data-analytics-executive-job-in-pune-at-markytics1775021990,Internshala,Analytics,21.0,300000.0,500000.0,400000.0,1.0
Data Analytics Executive,Vijay Chemical Industries,Thane,1 year(s),"₹ 3,00,000 - 4,00,000","['Data Analytics', 'Tally', 'Advanced Excel', 'MIS', 'Power BI']","Key responsibilities: 
We are looking for skilled professionals with expertise in Industrial MIS, data management/analyst, monitoring, and operational coordination for multiple locations.
1.MIS reporting and dashboard preparation
2. Data management, maintain daily records, analysis, and accuracy monitoring
3. Coordination with internal teams for smooth operations
4. Tracking and reporting of operational performance(Production/Purchase/Stock/AMC etc)
5. Prepared daily stock statements and payment confirmations.
6. Created pivot reports, tables, and charts for management decision-making.
7. Generated daily, weekly, and monthly MIS reports.
8. Tracked company schemes and prepared weekly Target vs Achievement reports with charts.",7 days ago,2026-04-28,https://internshala.com/job/detail/data-analytics-executive-job-in-multiple-locations-at-vijay-chemical-industries1776760847,Internshala,Analytics,7.0,300000.0,400000.0,350000.0,1.0
Junior Business Analyst,Kimcc Services Private Limited,Bangalore,No experience required,"₹ 3,00,000 - 4,00,000","['Data Analytics', 'MS-Excel', 'Research and Analytics']","We are looking for a detail-oriented Lead Generation Executive / Contact List Builder who can build accurate, ICP-aligned prospect databases to support outbound sales and marketing campaigns. The role is critical in ensuring data quality, relevance, and scale for our GTM efforts.

Key Responsibilities:

1. Build and manage high-quality contact and account lists based on defined ICPs and target personas (CXOs, Founders, VPs, Directors, Managers).
2. Conduct market research and account research to identify relevant target companies across geographies.
3. Source, validate, and enrich prospect data using tools such as: LinkedIn Sales Navigator, Apollo, ZoomInfo, Lusha, Clay (or similar)
4. Add net-new accounts and prospects regularly to support outbound sequences.
5. Ensure data accuracy, completeness, and freshness (email, phone, designation, company details).
6. Maintain and update data in CRM tools like HubSpot, Salesforce, Zoho, or Google Sheets.
7. Support sales and SDR teams with campaign-ready lists segmented by industry, region, persona, and use case.
8. Perform database cleaning, deduplication, and validation on an ongoing basis.
9. Track and report basic list metrics such as:
i. Accounts researched
ii. Contacts added
iii. Data accuracy levels
10. Collaborate closely with sales/marketing/SDR teams to align on targeting and priorities.

What success looks like in this role:

1. Consistently delivers accurate, campaign-ready prospect lists.
2. Proactively identifies new accounts and decision-makers.
3. Maintains clean, reliable data that directly contributes to meetings and pipeline.
4. Requires minimal supervision and meets daily/weekly targets.",3 weeks ago,2026-04-28,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-bangalore-at-kimcc-services-private-limited1775566252,Internshala,Business Analyst,21.0,300000.0,400000.0,350000.0,0.0
Business Analyst,Blue Nectar,Gurgaon,1 year(s),"₹ 3,00,000 - 4,00,000","['MS-Office', 'Data Analytics', 'MS-Excel', 'English Proficiency (Spoken)', 'English Proficiency (Written)', 'Research and Analytics']","Are you a skilled 'Business Analyst' with expertise in MS-Office, MS-Excel, English proficiency (spoken and written), data analytics, research, and analytics? Blue Nectar is seeking a talented individual to join our dynamic team! As a 'Business Analyst,' you will play a crucial role in analyzing data, conducting research, and providing valuable insights to drive business growth. 

Key Responsibilities:

1. Utilize MS-Office and MS-Excel to analyze and interpret data for strategic decision-making.
2. Lead price strategy across platforms and run deals to drive business growth
3. Work closely with various account managers to get deal slots in marketplaces
4. Demonstrate strong English proficiency in spoken and written communication to effectively convey findings and recommendations.
5. Collaborate with cross-functional teams to develop and implement data-driven strategies.

If you are a proactive and results-driven professional with a passion for data analysis and business strategy, we want to hear from you! Join Blue Nectar and take your career to new heights. Apply now!",3 weeks ago,2026-04-28,https://internshala.com/job/detail/business-analyst-job-in-gurgaon-at-blue-nectar1775026065,Internshala,Business Analyst,21.0,300000.0,400000.0,350000.0,1.0
